naam,volledige naam,partij,functie,db-uri,abstract
Dion Graus,Dion Jean Gilbert Graus,Partij voor de Vrijheid,Lid Tweede Kamer,http://nl.dbpedia.org/resource/Dion_Graus,"Dion Jean Gilbert Graus (Heerlen, 19 maart 1967) is een Nederlands politicus en voormalig programmamaker. Namens de Partij voor de Vrijheid (PVV) is hij sinds 30 november 2006 lid van de Tweede Kamer der Staten-Generaal. Daar zet hij zich voornamelijk in voor het dierenwelzijn. Voor de regionale televisieomroep TV Limburg maakte hij eerder het dierenprogramma Beesten met Dion en de docusoap Wild, Wilder, Wilders over de politicus Geert Wilders."
Eric Lucassen,Eric Lucassen,Partij voor de Vrijheid,Lid Tweede Kamer;Lid Tweede Kamer,http://nl.dbpedia.org/resource/Eric_Lucassen,"Eric Lucassen (Amsterdam, 12 november 1974) is een Nederlands politicus. Hij was van 17 juni 2010 tot 20 september 2012 namens de Partij voor de Vrijheid (PVV) lid van de Tweede Kamer der Staten-Generaal. Na zijn opleiding op Koninklijke Militaire School te Weert is hij tot 2005 werkzaam geweest als onderofficier bij de Koninklijke Landmacht. Na 2005 was hij werkzaam bij een bureau dat beveiligers en bodyguards levert. Hiernaast is Lucassen, volgens eigen zeggen, docent geweest in de digitale-muziekproductie."
Fleur Agema,Marie-Fleur Agema,Partij voor de Vrijheid,Tweede Kamer;Provinciale Staten van Noord-Holland,http://nl.dbpedia.org/resource/Fleur_Agema,"Marie-Fleur (Fleur) Agema (Purmerend, 16 september 1976) is een Nederlandse politica. Namens de Partij voor de Vrijheid (PVV) maakt ze sinds de Tweede Kamerverkiezingen 2006 deel uit van de Tweede Kamer der Staten-Generaal. Ze werd op 30 november 2006 beëdigd. Agema was tot haar zwangerschapsverlof vicefractievoorzitter. Ze regelt de dagelijkse politiek binnen de fractie. Tevens is ze woordvoerder ouderenzorg, gehandicaptenzorg en jeugdzorg. Agema stond bij de Tweede Kamerverkiezingen van 2006, 2010 en 2012 op de tweede plek van de kandidatenlijst van de PVV en was medeonderhandelaar naast Geert Wilders in het begrotingsoverleg van het kabinet-Rutte I in 2012."
Gabriëlle Popken,G.J.F. Popken,Partij voor de Vrijheid,Lid Eerste Kamer;Lid Eerste Kamer;Lid Eerste Kamer,http://nl.dbpedia.org/resource/Gabriëlle_Popken,"G.J.F. (Gabriëlle) Popken (Geleen, 21 augustus 1983) is een Nederlands politica voor de Partij voor de Vrijheid. Sinds 7 juni 2011 zit zij in de Eerste Kamer voor die partij.Sinds 4 mei 2009 is Popken persoonlijk medewerker van Geert Wilders. Hiervoor was Popken werkzaam als bedrijfsjurist. Per 8 september liet zij zich als eerste Eerste Kamerlid vervangen in het kader van de in 2006 ingevoerde vervangingsregeling wegens zwangerschap. Haar vervanger is Peter van Dijk.Popken is woonachtig in Den Haag."
Geert Wilders,Geert Wilders,Partij voor de Vrijheid,Politiek leider;Politiek leider;Partijvoorzitter;Partijvoorzitter;Lid Tweede Kamer;Lid Tweede Kamer;Fractievoorzitter TK;Fractievoorzitter TK;Lid gemeenteraad Den Haag;Lid gemeenteraad Den Haag;Lid gemeenteraad Utrecht;Lid gemeenteraad Utrecht;Lid Tweede Kamer;Lid Tweede Kamer;Lid gemeenteraad Den Haag;Lid gemeenteraad Den Haag;Fractievoorzitter TK;Fractievoorzitter TK;Lid gemeenteraad Utrecht;Lid gemeenteraad Utrecht;Politiek leider;Politiek leider;Partijvoorzitter;Partijvoorzitter;Lid Tweede Kamer;Lid Tweede Kamer;Fractievoorzitter TK;Fractievoorzitter TK;Lid gemeenteraad Den Haag;Lid gemeenteraad Den Haag;Lid gemeenteraad Utrecht;Lid gemeenteraad Utrecht;Lid Tweede Kamer;Lid Tweede Kamer;Lid gemeenteraad Den Haag;Lid gemeenteraad Den Haag;Fractievoorzitter TK;Fractievoorzitter TK;Lid gemeenteraad Utrecht;Lid gemeenteraad Utrecht,http://nl.dbpedia.org/resource/Geert_Wilders,"Geert Wilders (Venlo, 6 september 1963) is een Nederlands politicus. Hij is partijleider van de Partij voor de Vrijheid (PVV) en namens deze partij fractieleider in de Tweede Kamer. Doordat de PVV gedoogpartij was van het kabinet-Rutte I, een minderheidskabinet bestaande uit VVD en CDA, was hij in 2010 betrokken bij de totstandkoming hiervan.Wilders begon zijn politieke carrière in 1997 in de Utrechtse gemeenteraad. Een jaar later werd hij Tweede Kamerlid namens de VVD, waarvan hij in 1989 lid was geworden. Op 3 september 2004 stapte hij uit deze fractie en richtte zijn eenmansfractie op, de Groep Wilders. De voortzetting daarvan werd de PVV, waarvan Wilders tot op heden enig lid is. Na de Tweede Kamerverkiezingen van november 2006 werd hij fractievoorzitter.Wilders staat bekend als een felle criticus van de islam. Verder is hij bekend vanwege zijn uitgesproken standpunten met betrekking tot de Europese Unie, de euro, immigratie en de vrijheid van meningsuiting."
Gidi Markuszower,Gideon Markuszower,Partij voor de Vrijheid,Lid Eerste Kamer,http://nl.dbpedia.org/resource/Gidi_Markuszower,"Gidi Markuszower (Tel Aviv, 27 oktober, 1977) is een Nederlands politicus voor de Partij voor de Vrijheid. Sinds 9 juni 2015 zit hij in de Eerste Kamer voor die partij. Markuszower is woonachtig te Amsterdam. Daar is hij lid van de Kerkeraad van de Nederlands-Israëlitische Hoofdsynagoge.Markuszower is ondernemer en lid van de Raad van Bestuur van de VAT IT Groep. Een bedrijf dat zich specialiseert in het terugvorderen van indirecte belastingen zoals BTW en bronbelastingen. Markuszower was tussen 1999 en 2005 woordvoerder, onbezoldigd,voor Likoed Nederland. Hierna was hij politiek adviseur van VVD-Tweede Kamerlid Anton van Schijndel tot 1 december 2006. Als PVV-kandidaat Kamerlid trok hij zich in 2010 als nummer vijf van de kandidatenlijst terug toen minister Ernst Hirsch Ballin partijleider Geert Wilders waarschuwde dat Markuszower volgens de AIVD contacten c.q. informatie zou hebben overgedragen aan een buitenlandse mogendheid; waarschijnlijk ging het om de Mossad. Vanaf juni 2014 is hij penningmeester van het Nederlands-Israëlitisch Kerkgenootschap en daarnaast bestuurslid van Bij Leven en Welzijn, een adviesorgaaan ter bescherming van de joodse gemeenschap."
Gom van Strien,Gommarus Adrianus van Strien,Partij voor de Vrijheid,Lid Eerste Kamer,http://nl.dbpedia.org/resource/Gom_van_Strien,"Gommarus Adrianus (Gom) van Strien (Geertruidenberg, 10 juni 1951) is een Nederlands politicus voor de Partij voor de Vrijheid. Sinds 7 juni 2011 zit hij in de Eerste Kamer voor die partij. Eerder was hij ook al lijstduwer voor de Tweede Kamerverkiezingen.Op 21 februari 2009 werd hij onderscheiden voor zijn bewezen diensten. Hij kreeg de onderscheiding: Ridder in de Orde van Oranje-Nassau. Zijn hobby is genealogie. Hij is woonachtig in het Limburgse Arcen. Voor zijn senatorschap was hij onder andere directeur van de faculteit Diergeneeskunde van de universiteit Utrecht en algemeen directeur van de universiteit Utrecht (Holding b.v.)."
Harm Beertema,Harm Jan Beertema,Partij voor de Vrijheid,Lid Tweede Kamer;Lid Provinciale Staten Zuid-Holland,http://nl.dbpedia.org/resource/Harm_Beertema,"Harm Jan Beertema (Zaandam, 9 maart 1952) is een Nederlands politicus. Hij is sinds 17 juni 2010 namens de Partij voor de Vrijheid (PVV) lid van de Tweede Kamer der Staten-Generaal. Voor zijn Tweede Kamerlidmaatschap was hij leraar Nederlands op een mbo-school. Tevens was Beertema bestuurslid met portefeuilles middelbaar beroepsonderwijs en politieke contacten van de vereniging Beter Onderwijs Nederland (BON). Beertema was tot 15 juli 2011 ook statenlid voor de Provinciale Staten van Zuid-Holland."
Hero Brinkman,Hero Brinkman,Partij voor de Vrijheid,Lid Tweede Kamer;Lid Provinciale Staten Noord-Holland;Politiek leider DPK,http://nl.dbpedia.org/resource/Hero_Brinkman,"Hero Brinkman (Almelo, 29 december 1964) is een Nederlands politieman en voormalig politicus. Van 2006 tot 2012 was hij lid van de fractie van de Partij voor de Vrijheid in de Tweede Kamer. Nadat hij uit de PVV-fractie was gestapt, ging hij in de zomer van 2012 door met Democratisch Politiek Keerpunt. Op 20 september dat jaar verliet hij noodgedwongen het parlement, nadat zijn partij bij de landelijke verkiezingen geen enkele zetel behaalde. Vanaf september 2013 werkt hij weer bij de Amsterdamse politie."
Ino van den Besselaar,I.H.C. van den Besselaar,Partij voor de Vrijheid,lid Tweede Kamer,http://nl.dbpedia.org/resource/Ino_van_den_Besselaar,"Ino van den Besselaar (Den Haag, 14 november 1948) was een lid van de Tweede Kamer namens de PVV nadat James Sharpe op 18 november 2010 zijn kamerzetel opgaf. Bij de verkiezingen kreeg Van den Besselaar 117 stemmen. Van den Besselaar is op 23 november 2010 beëdigd.Volgens de PVV werkte hij daarvoor 11 jaar bij het Ministerie van Sociale Zaken en 20 jaar in de bouw als secretaris Sociale Zaken. Volgens het Radio 1 Journaal heeft hij gewerkt bij Bouwend Nederland als hoofd arbeidsverhoudingen.Van den Besselaar is woonachtig in Zoetermeer. Hij was de initiatiefnemer van het Meldpunt Midden- en Oost-Europeanen in februari 2012."". Het meldpunt deed veel stof opwaaien. Van den Besselaar werd niet herkozen na de Tweede Kamerverkiezingen 2012. Hij was bij de Europese Parlementsverkiezingen 2014 kandidaat-Europarlementslid voor de PVV."
James Sharpe,James Emanuel Johan Willem Sharpe,Partij voor de Vrijheid,Lid Tweede Kamer,http://nl.dbpedia.org/resource/James_Sharpe,"James Emanuel Johan Willem Sharpe (Eindhoven, 9 november 1962) is een Nederlands zakenman, atleet en voormalig politicus. Van 17 juni tot 19 november 2010 was hij lid van de Tweede Kamer der Staten-Generaal namens de Partij voor de Vrijheid (PVV). Daarvoor was hij actief in de telecomindustrie en als hordeloper in de atletiek. Sharpe is van Antilliaanse komaf en studeerde financiële economie aan de Katholieke Universiteit Brabant.Sharpes vader is Arubaan, zijn moeder Nederlandse. Hij is getrouwd met een Roemeense en heeft twee dochters uit een vorig huwelijk met een Hongaarse. Hij is woonachtig in het Roemeense Sângeorgiu de Mureş (district Mureş)."
Jhim van Bemmel,Jhim Jan Gerardus van Bemmel,Partij voor de Vrijheid,Lid Tweede Kamer,http://nl.dbpedia.org/resource/Jhim_van_Bemmel,"Jhim Jan Gerardus van Bemmel (Boskoop, 15 november 1959) is een Nederlands politicus en ondernemer. Hij zat sinds 17 juni 2010 namens de Partij voor de Vrijheid (PVV) lid van de Tweede Kamer der Staten-Generaal. Op 6 juli 2012 verliet Van Bemmel de PVV-fractie. Na de verkiezingen van 2012 verliet Van Bemmel de Tweede Kamer."
Johan Driessen,Johannes Henricus Antonius Driessen,Partij voor de Vrijheid,Lid Tweede Kamer,http://nl.dbpedia.org/resource/Johan_Driessen,"Johannes Henricus Antonius (Johan) Driessen (Cuijk en Sint Agatha, 4 juni 1981) was van 17 juni 2010 tot 20 september 2012 namens de Partij voor de Vrijheid lid van de Tweede Kamer der Staten-Generaal. Driessen vormt samen met de Tweede Kamerleden Louis Bontes en Joram van Klaveren het bestuur van VoorNederland (VNL). Daarnaast is hij bestuurslid van de Stichting Belastingbetalers."
Joram van Klaveren,Joram Jaron van Klaveren,Partij voor de Vrijheid,Lid Tweede Kamer;Lid Provinciale Staten Flevoland;Lid gemeenteraad Almere;Lid Tweede Kamer;Lid Provinciale Staten Flevoland;Lid gemeenteraad Almere,http://nl.dbpedia.org/resource/Joram_van_Klaveren,"Joram Jaron van Klaveren (Amsterdam, 23 januari 1979) is een Nederlands politicus. Hij is sinds 17 juni 2010 lid van de Tweede Kamer der Staten-Generaal. Tot 21 maart 2014 was dat namens de Partij voor de Vrijheid (PVV), daarna korte tijd als eenmansfractie, en vervolgens voor de Groep Bontes/Van Klaveren."
Karen Gerbrands,Karen Gerbrands,Partij voor de Vrijheid,Lid Tweede Kamer;Lid gemeenteraad Den Haag,http://nl.dbpedia.org/resource/Karen_Gerbrands,"Karen Gerbrands (Delft, 29 augustus 1967) is een Nederlands politica namens de Partij voor de Vrijheid (PVV).Gerbrands was meer dan vijftien jaar werkzaam als verpleegkundige. Van 17 juni 2010 tot 20 september 2012 was Gerbrands lid van de Tweede Kamer der Staten-Generaal. Ze was woordvoerder medische ethiek voor de partij. Vanaf 11 maart 2010 tot haar aantreden in de Tweede Kamer was zij gemeenteraadslid van Den Haag. Bij de verkiezingen in 2012 voor de Tweede Kamer viel ze als nummer 16 op de lijst net buiten de boot.Op 13 januari 2015 werd Gerbrands geïnstalleerd als lid van de Tweede Kamer in een tijdelijke vervanging vanwege zwangerschapsverlof van Fleur Agema tot en met 4 mei 2015."
Kees Kok,C.J. Kok,Partij voor de Vrijheid,Lid Eerste Kamer;Lid Provinciale Staten van Flevoland,http://nl.dbpedia.org/resource/Kees_Kok,"Kees Kok (Gouda, 1 december 1949) is een Nederlands politicus. Sinds 2 oktober 2012 is hij lid van de Eerste Kamer der Staten-Generaal namens de Partij voor de Vrijheid (PVV)."
Lilian Helder,Lilian Maria Johanna Sibertha Helder,Partij voor de Vrijheid,Lid Tweede Kamer;Lid Tweede Kamer;Lid Tweede Kamer;Lid Tweede Kamer,http://nl.dbpedia.org/resource/Lilian_Helder,"Lilian Maria Johanna Sibertha Helder (Venlo, 30 mei 1973) is een Nederlands voormalig advocate en sinds 17 juni 2010 Tweede Kamerlid voor de Partij voor de Vrijheid (PVV).Helder studeerde rechten aan de Radboud Universiteit in Nijmegen. Tot 1 mei 2010 was zij werkzaam bij het Eindhovense advocatenkantoor Houben en Van Dijck. Helder is een voorstander van zwaardere straffen en het afschaffen van de tbs. Op 24 januari 2011 stelde ze dat pedofielen die uit een tbs-kliniek worden vrijgelaten, levenslang onder toezicht moeten worden geplaatst door een netwerk van vrijwilligers en deskundigen.Nieuwkomer Helder stond derde op de kandidatenlijst van de Partij voor de Vrijheid voor de Tweede Kamerverkiezingen van 2010, achter Fleur Agema en behaalde 5.793 stemmen. Ze was daarmee de op drie na hoogste stemmenhaler van haar partij. Alleen Geert Wilders, Fleur Agema en Hero Brinkman bleven haar voor.Op 7 juli 2012 werd bekendgemaakt dat Helder op nummer 4 van de kandidatenlijst van de PVV is geplaatst voor de Tweede Kamerverkiezingen 2012.In 2013 kreeg ze onterecht kritiek vanwege vermeend onbegrip van statistiek."
Louis Bontes,Louis Bontes,Partij voor de Vrijheid,Lid Tweede Kamer;Lid Europees Parlement,http://nl.dbpedia.org/resource/Louis_Bontes,"Louis Bontes (Rotterdam, 28 februari 1956) is een Nederlands politicus. Hij is sinds 17 juni 2010 lid van de Tweede Kamer der Staten-Generaal en een voormalig politiefunctionaris. Namens de Partij voor de Vrijheid (PVV) zat hij sinds 14 juli 2009 in het Europees Parlement. Namens dezelfde partij had hij sinds 17 juni 2010 zitting in het Nederlandse parlement. Tussen november van dat jaar tot juni 2012 was Bontes tevens lid van de Parlementaire Vergadering van de Raad van Europa. Op 29 oktober 2013 werd hij uit de PVV-fractie gezet. Binnen en buiten het parlement hield hij zich namens de PVV bezig met bestuursrecht, veiligheid, civiel recht en buitenlandse zaken (Europa, Afrika en Latijns-Amerika).Bontes deed een hbo-opleiding bestuurskunde en overheidsmanagement en studeerde vervolgens cum laude af als bestuurskundige aan de Universiteit Utrecht. Na in eerste instantie op scheepswerven te hebben gewerkt, was hij werkzaam bij de politie in de gemeente Rotterdam. Begonnen als agent klom hij via het (hoofd)inspecteurschap op tot districtscommandant haven in de Veiligheidsregio Rotterdam-Rijnmond.Bontes stond op de vijfde plaats van de kandidatenlijst van de PVV voor de Tweede Kamerverkiezingen van 2012. In 2012 en 2013 zat hij in het fractiebestuur, waar hij op 19 oktober 2013 uitstapte omdat hij het oneens was met de werkwijze van dat bestuur. Zo vond hij bijvoorbeeld dat hij te weinig werd betrokken bij de besluiten. Tegelijkertijd stopte hij als penningmeester van de Stichting ondersteuning Tweede Kamerfractie PVV, omdat hij niet verantwoordelijk wilde blijven voor volgens hem diverse onrechtmatige uitgaven. Hij wilde lid blijven van de fractie, maar werd op 29 oktober 2013 uit de partij gezet wegens het in de media kritiek leveren op het beleid van de PVV in het algemeen en dat van politiek leider Geert Wilders in het bijzonder. Hij gaf zijn Kamerzetel echter niet op en vormde zodoende een eenmansfractie (Lid-Bontes). Sinds 15 april 2014 vormt hij samen met Joram van Klaveren de Groep Bontes/Van Klaveren, waarvan hij tevens fractievoorzitter is. Op 21 juni 2014 presenteerden beiden de partij 'VoorNederland' (VNL). Op 20 april 2015 heeft Bontes het voorzitterschap van VNL neergelegd vanwege het aangekondigde lijsttrekkerschap van Bram Moszkowicz voor de eerstvolgende Tweede Kamerverkiezingen."
Léon de Jong,Léon Willem Evert de Jong,Partij voor de Vrijheid,Lid Tweede Kamer;raadslid gemeente Den Haag,http://nl.dbpedia.org/resource/Léon_de_Jong,"Léon Willem Evert de Jong (Gouda, 31 augustus 1982) is een Nederlands politicus namens de Partij voor de Vrijheid (PVV). De Jong deed de MBO-opleidingen facilitaire dienstverlening en detailhandel marketing en was werkzaam in commerciële functies in de detailhandel.Hij was van 17 juni 2010 tot 20 september 2012 lid van de Tweede Kamer der Staten-Generaal. Hij hield zich in de Tweede Kamer bezig met de portefeuilles Sociale Zaken & Werkgelegenheid en Infrastructuur.Bij de gemeenteraadsverkiezingen van maart 2014 was hij voor de PVV lijsttrekker in Den Haag. Hij werd verkozen tot fractievoorzitter. Hij werd onmiddellijk geconfronteerd met het weglopen van zijn fractiegenoot Chris van der Helm bij de PVV, na een omstreden 'Marokkanen-uitspraak' van PVV-leider Geert Wilders op de avond van de verkiezingen in een Haags café. Op 28 september 2015 werd bekend dat De Jong de Haagse gemeentepolitiek verlaat om fractiemedewerker te worden bij de PVV-fractie in het Europees Parlement."
